id, state, user_opened, employee_open, user_closed, employee_closed, days_opened, number_of_comments, days_between_first_and_last_comment, days_first_comment_after_creation, days_last_comment_before_closed
729,closed,tobiasahlin,false,technicalpickles,true,0,0,null,null,null
728,closed,stresler,false,stresler,false,251,16,250,0,0
727,closed,stresler,false,technicalpickles,true,687,12,687,0,0
725,closed,Anuj16,false,technicalpickles,true,177,3,175,1,0
721,closed,Vadi,false,Vadi,false,4,4,3,0,0
719,closed,technicalpickles,true,technicalpickles,true,34,1,0,0,34
716,closed,liku,false,liku,false,13,6,10,2,0
713,closed,technicalpickles,true,technicalpickles,true,49,6,49,0,0
711,closed,spudfkc,false,spudfkc,false,0,1,0,0,0
707,closed,apritykin,false,technicalpickles,true,380,6,0,0,380
706,closed,ductapehondo,false,bkeepers,true,380,3,380,0,0
705,closed,rjhornsby,false,technicalpickles,true,18,1,0,18,0
704,closed,technicalpickles,true,stale[bot],false,1199,3,101,1091,7
694,closed,rachitgarg,false,technicalpickles,true,411,7,411,0,0
692,closed,JoshCheez,false,technicalpickles,true,405,1,0,21,383
691,closed,JoshCheez,false,technicalpickles,true,408,7,408,0,0
683,closed,sobrinho,false,stale[bot],false,1238,10,1230,0,7
681,closed,695215742,false,technicalpickles,true,0,4,0,0,0
680,closed,rachitgarg,false,technicalpickles,true,424,1,0,424,0
679,closed,695215742,false,technicalpickles,true,424,2,423,0,0
675,closed,hbrls,false,technicalpickles,true,6,3,13,6,13
673,closed,ajkerr,false,technicalpickles,true,8,5,8,0,0
669,closed,jameswhite,true,bhuga,false,0,2,0,0,0
664,closed,parkr,true,technicalpickles,true,292,7,271,0,20
662,closed,atmos,false,atmos,false,0,2,0,0,0
659,closed,patcon,false,patcon,false,0,3,12,0,12
658,closed,patcon,false,patcon,false,0,1,0,0,0
657,closed,Jaglag,false,Jaglag,false,3,4,0,0,2
653,closed,ppatarinski,false,stale[bot],false,1206,8,359,0,847
652,closed,ppatarinski,false,technicalpickles,true,1193,3,1192,0,0
651,closed,jbernsie,false,technicalpickles,true,489,28,1213,0,723
648,closed,ppatarinski,false,stale[bot],false,1377,19,1370,0,7
647,closed,larrycai,false,atmos,false,19,5,18,0,0
645,closed,ericky,false,technicalpickles,true,2,1,0,2,0
644,closed,AlexSneedMiller,false,AlexSneedMiller,false,3,5,195,0,192
643,closed,Winor,false,technicalpickles,true,0,14,512,0,512
638,closed,gabebw,false,gabebw,false,0,1,0,0,0
630,closed,VenetianT,false,technicalpickles,true,349,9,349,0,0
623,closed,xhan,false,xhan,false,0,1,0,0,0
622,closed,ChristianGaertner,false,technicalpickles,true,520,8,520,0,0
621,closed,technicalpickles,true,mose,false,1239,3,1239,0,0
619,closed,mdarveau,false,stale[bot],false,1269,11,1259,0,8
616,closed,patcon,false,technicalpickles,true,22,2,22,0,0
613,closed,patcon,false,mose,false,1256,14,1256,0,0
611,closed,ykyuen,false,ykyuen,false,7,2,1,6,0
610,closed,cjbottaro,false,technicalpickles,true,37,3,36,0,0
608,closed,frdmn,false,technicalpickles,true,287,18,287,0,0
607,closed,chriseldredge,false,technicalpickles,true,21,2,17,2,0
605,closed,patcon,false,mose,false,1276,6,1276,0,0
603,closed,tubaman,false,technicalpickles,true,60,1,0,60,0
602,closed,hairgamiMaster,false,hairgamiMaster,false,0,4,199,0,198
598,closed,timfallmk,false,stale[bot],false,1413,7,1406,0,7
597,closed,timfallmk,false,technicalpickles,true,13,7,12,0,0
596,closed,wingrunr21,false,technicalpickles,true,13,4,11,1,0
595,closed,patcon,false,patcon,false,61,2,0,61,0
594,closed,fhurtubise,false,fhurtubise,false,1,15,1,0,0
593,closed,olimart,false,olimart,false,4,7,3,1,0
